--------------- DW_2000Q_6 ---------------
     0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59  energy num_oc. chain_b.
79   0  1  1  1  0  1  0  0  1  1  1  1  1  0  0  1  0  1  1  0  1  0  1  1  0  0  1  0  0  0  0  0  0  1  1  1  0  1  0  1  1  0  0  1  1  1  0  0  1  1  1  0  0  0  1  0  0  1  0  0  -959.0       1 0.083333
187  0  1  1  1  1  1  0  1  1  0  1  0  1  0  0  1  0  1  0  0  1  0  1  1  0  0  1  1  0  0  0  0  0  1  1  0  0  1  0  0  1  1  0  1  0  1  0  0  1  1  1  1  1  0  1  0  0  0  1  0  -959.0       1 0.083333
189  0  1  1  1  0  1  1  0  1  1  1  1  1  0  0  1  0  0  0  0  1  0  1  1  1  1  0  1  0  0  0  0  0  1  0  0  0  1  0  0  1  0  0  0  1  1  0  0  1  1  1  0  1  0  1  0  1  0  1  1  -959.0       1 0.116667
4    1  1  0  1  0  1  0  1  1  1  1  1  1  0  1  0  0  0  1  0  0  0  1  1  1  0  1  1  1  0  0  1  0  0  0  1  0  0  0  1  1  0  1  0  0  0  0  1  1  1  0  0  0  0  1  0  1  1  1  1 -958.75       1      0.0
63   0  1  1  0  0  1  0  0  1  1  1  1  1  0  0  1  0  1  1  0  1  1  1  1  1  1  0  1  1  0  0  1  0  0  0  1  0  1  0  1  1  1  0  0  1  1  0  0  0  1  1  0  0  0  0  0  1  0  1  0 -958.75       1     0.05
72   1  0  0  1  1  1  0  1  0  0  1  1  1  1  0  0  1  0  1  1  0  1  0  1  0  1  1  1  1  0  0  1  1  0  0  0  1  0  1  0  0  1  1  0  0  1  0  0  0  0  0  0  0  1  0  1  0  0  1  1 -958.75       1 0.066667
118  0  1  1  1  0  1  1  0  1  1  1  1  1  0  0  1  0  0  0  1  1  0  1  1  1  0  1  0  0  0  0  0  0  1  1  1  0  1  0  1  0  0  0  0  1  1  0  0  1  1  1  0  0  0  0  0  1  0  1  0 -958.75       1      0.1
252  1  1  0  0  1  1  1  1  1  0  0  0  1  1  1  0  1  0  0  1  0  1  0  0  0  1  0  1  0  0  1  1  1  0  0  0  1  0  1  0  0  1  1  1  0  1  0  1  0  0  0  1  0  0  0  1  0  1  0  1 -958.75       1 0.116667
345  0  1  1  1  0  1  1  0  1  1  0  1  1  0  0  1  0  1  0  1  1  0  0  1  1  0  1  1  0  0  1  0  0  1  1  1  0  0  0  1  0  0  0  0  0  1  0  0  1  0  1  1  0  0  1  0  1  0  1  0 -958.75       1 0.133333
382  0  1  1  1  0  1  1  0  1  1  1  1  1  0  0  1  0  1  0  1  1  0  1  1  1  0  1  0  0  0  1  0  0  0  0  0  0  1  0  0  1  0  0  1  1  0  0  0  1  1  1  0  0  0  1  0  1  0  1  0 -958.75       1 0.166667
